2025-08-29 06:11:26,933 - apify_transfermarkt - WARNING - [INGEST] Failed to add transfer: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,933 - knowledge_manager - ERROR - [KM] Error adding document: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,933 - apify_transfermarkt - WARNING - [INGEST] Failed to add transfer: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,933 - knowledge_manager - ERROR - [KM] Error adding document: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,933 - apify_transfermarkt - WARNING - [INGEST] Failed to add transfer: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,934 - knowledge_manager - ERROR - [KM] Error adding document: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,934 - apify_transfermarkt - WARNING - [INGEST] Failed to add transfer: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,934 - knowledge_manager - ERROR - [KM] Error adding document: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,934 - apify_transfermarkt - WARNING - [INGEST] Failed to add transfer: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,934 - knowledge_manager - ERROR - [KM] Error adding document: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,934 - apify_transfermarkt - WARNING - [INGEST] Failed to add transfer: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,934 - knowledge_manager - ERROR - [KM] Error adding document: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,935 - apify_transfermarkt - WARNING - [INGEST] Failed to add transfer: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,935 - knowledge_manager - ERROR - [KM] Error adding document: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,935 - apify_transfermarkt - WARNING - [INGEST] Failed to add transfer: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,935 - knowledge_manager - ERROR - [KM] Error adding document: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,935 - apify_transfermarkt - WARNING - [INGEST] Failed to add transfer: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,935 - knowledge_manager - ERROR - [KM] Error adding document: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,936 - apify_transfermarkt - WARNING - [INGEST] Failed to add transfer: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,936 - knowledge_manager - ERROR - [KM] Error adding document: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,936 - apify_transfermarkt - WARNING - [INGEST] Failed to add transfer: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,936 - knowledge_manager - ERROR - [KM] Error adding document: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,936 - apify_transfermarkt - WARNING - [INGEST] Failed to add transfer: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,936 - knowledge_manager - ERROR - [KM] Error adding document: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,936 - apify_transfermarkt - WARNING - [INGEST] Failed to add transfer: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
